=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.09 14:34:29 =~=~=~=~=~=~=~=~=~=~=~=
9, 0, 0, 
18581, 0, 0, 
1858
6544, 1, 0, 
76546, 0, 0, 
76548, 0, 0, 
76550, 0, 0, 

Time, Trap_L, Pec_L
0, 10404, 8281, 
2, 8836, 3136, 
4, 441, 169, 
6, 100, 121, 
8, 324, 441, 
10, 256, 81, 
12, 1, 49, 
14, 144, 121, 
16, 64, 4, 
18, 9, 36, 
20, 36, 9, 
22, 0, 16, 
24, 49, 49, 
26, 9, 0, 
28, 9, 16, 
30, 16, 9, 
32, 0, 4, 
34, 9, 9, 
36, 4, 0, 
39, 4, 9, 
41, 9, 4, 
44, 0, 4, 
46, 16, 4, 
48, 0, 0, 
50, 1, 4, 
52, 1, 0, 
54, 0, 0, 
56, 4, 4, 
58, 0, 0, 
60, 1, 1, 
62, 0, 0, 
64, 0, 0, 
66, 0, 1, 
68, 1, 0, 
70, 0, 0, 
72, 0, 0, 
74, 0, 0, 
76, 0, 0, 
78, 0, 0, 
80, 0, 0, 
82, 0, 0, 
84, 0, 0, 
87, 0, 0, 
90, 1, 1, 
92, 1, 0, 
94, 0, 0, 
96, 0, 0, 
98, 0, 0, 
100, 0, 0, 
102, 0, 0, 
104, 0, 0, 
106, 0, 0, 
108, 0, 0, 
110, 0, 0, 
112, 0, 0, 
114, 0, 0, 
116, 0, 0, 
118, 0, 1, 
120, 0, 1, 
122, 0, 0, 
124, 0, 0, 
126, 0, 0, 
129, 0, 0, 
131, 0, 0, 
133, 0, 0, 
135, 0, 0, 
137, 0, 0, 
139, 0, 0, 
141, 0, 0, 
143, 0, 0, 
145, 0, 0, 
147, 0, 0, 
149, 0, 1, 
151, 0, 1, 
153, 0, 0, 
155, 0, 0, 
158, 0, 0, 
160, 0, 1, 
162, 0, 0, 
164, 1, 0, 
166, 0, 0, 
168, 0, 0, 
171, 4, 0, 
173, 0, 0, 
175, 0, 0, 
177, 0, 0, 
179, 0, 0, 
181, 0, 0, 
183, 0, 0, 
185, 0, 0, 
187, 0, 0, 
189, 0, 0, 
191, 1, 0, 
193, 1, 0, 
195, 0, 0, 
197, 1, 0, 
199, 0, 0, 
201, 0, 0, 
203, 0, 0, 
205, 0, 0, 
207, 0, 0, 
209, 1, 0, 
211, 0, 0, 
214, 0, 0, 
216, 0, 0, 
218, 0, 0, 
220, 0, 0, 
222, 0, 0, 
224, 0, 0, 
226, 0, 0, 
228, 0, 0, 
230, 0, 0, 
233, 0, 0, 
235, 0, 0, 
237, 0, 0, 
239, 0, 0, 
241, 0, 0, 
243, 0, 0, 
245, 0, 0, 
247, 0, 0, 
249, 0, 0, 
251, 0, 0, 
253, 0, 0, 
256, 0, 0, 
258, 0, 0, 
260, 0, 0, 
262, 1, 0, 
264, 1, 0, 
266, 0, 0, 
268, 0, 0, 
270, 0, 0, 
272, 0, 0, 
274, 1, 0, 
276, 1, 0, 
278, 1, 0, 
280, 0, 0, 
282, 0, 0, 
284, 0, 0, 
286, 0, 0, 
288, 0, 0, 
290, 0, 0, 
292, 0, 0, 
294, 1, 0, 
296, 1, 0, 
299, 0, 0, 
301, 0, 0, 
303, 0, 0, 
305, 0, 0, 
308, 0, 0, 
310, 0, 1, 
312, 0, 0, 
314, 0, 0, 
316, 0, 0, 
318, 0, 0, 
320, 0, 0, 
322, 0, 0, 
324, 0, 0, 
326, 0, 0, 
328, 0, 0, 
330, 0, 0, 
332, 0, 0, 
334, 0, 0, 
336, 0, 0, 
338, 0, 0, 
340, 0, 0, 
343, 0, 0, 
345, 0, 0, 
347, 0, 0, 
349, 0, 0, 
351, 0, 0, 
353, 0, 0, 
355, 0, 0, 
357, 0, 0, 
359, 0, 0, 
361, 0, 0, 
363, 0, 0, 
365, 0, 0, 
367, 0, 0, 
369, 0, 0, 
371, 0, 0, 
373, 0, 0, 
375, 0, 0, 
377, 0, 0, 
379, 0, 0, 
381, 0, 0, 
384, 0, 0, 
386, 0, 0, 
389, 0, 1, 
391, 0, 0, 
393, 0, 0, 
395, 0, 0, 
397, 0, 0, 
399, 0, 0, 
401, 0, 0, 
403, 0, 0, 
405, 0, 0, 
407, 0, 0, 
409, 0, 0, 
411, 0, 0, 
413, 0, 0, 
415, 0, 0, 
417, 0, 0, 
419, 0, 0, 
421, 0, 0, 
423, 0, 0, 
425, 0, 0, 
428, 0, 0, 
430, 1, 0, 
432, 1, 0, 
434, 0, 0, 
436, 0, 0, 
438, 0, 0, 
440, 0, 0, 
442, 0, 0, 
444, 0, 0, 
446, 0, 0, 
448, 0, 0, 
450, 0, 0, 
452, 0, 0, 
454, 0, 0, 
456, 0, 0, 
458, 0, 0, 
460, 0, 0, 
462, 0, 0, 
465, 0, 0, 
467, 0, 0, 
470, 0, 0, 
472, 0, 0, 
474, 0, 0, 
476, 0, 0, 
478, 0, 0, 
480, 0, 0, 
482, 0, 0, 
484, 0, 0, 
486, 0, 0, 
488, 0, 0, 
490, 0, 0, 
492, 0, 0, 
494, 0, 0, 
496, 0, 0, 
498, 0, 0, 
500, 0, 0, 
502, 0, 0, 
504, 0, 0, 
506, 0, 0, 
508, 0, 0, 
510, 0, 0, 
513, 0, 0, 
515, 0, 0, 
517, 0, 0, 
519, 0, 0, 
521, 0, 0, 
523, 0, 0, 
525, 0, 0, 
527, 0, 0, 
529, 1, 0, 
531, 1, 0, 
533, 0, 0, 
535, 0, 0, 
538, 0, 0, 
540, 0, 0, 
542, 1, 0, 
544, 0, 0, 
546, 0, 0, 
548, 0, 0, 
550, 0, 0, 
552, 0, 0, 
555, 0, 0, 
557, 0, 0, 
559, 0, 0, 
561, 0, 0, 
563, 0, 0, 
565, 0, 0, 
567, 0, 0, 
569, 0, 0, 
571, 0, 0, 
573, 0, 0, 
575, 0, 0, 
577, 0, 0, 
579, 0, 0, 
581, 0, 0, 
583, 0, 0, 
585, 0, 0, 
587, 0, 1, 
589, 0, 0, 
591, 0, 1, 
