=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.08 17:01:49 =~=~=~=~=~=~=~=~=~=~=~=

Time, Trap_L, Pec_L
14754, 9, 16, 
14756, 0, 1, 
14758, 1, 4, 
14760, 36, 4, 
14763, 36, 49, 
14765, 81, 16, 
14767, 4, 4, 
14769, 9, 0, 
14771, 9, 1, 
14774, 0, 1, 
14776, 16, 0, 
14778, 4, 0, 
14780, 16, 0, 
14782, 25, 4, 
14784, 4, 0, 
14786, 1, 1, 
14788, 1, 0, 
14790, 4, 0, 
14792, 9, 0, 
14794, 1, 1, 
14796, 1, 1, 
14798, 0, 0, 
14800, 9, 1, 
14802, 49, 0, 
14804, 1, 1, 
14807, 49, 0, 
14809, 9, 1, 
14811, 1, 0, 
14813, 25, 0, 
14815, 0, 0, 
14817, 0, 0, 
14819, 9, 0, 
14821, 16, 1, 
14823, 0, 0, 
14825, 121, 4, 
14827, 0, 4, 
14829, 64, 4, 
14831, 1, 1, 
14833, 9, 0, 
14835, 4, 0, 
14837, 9, 0, 
14839, 9, 0, 
14841, 81, 0, 
14843, 1, 1, 
14845, 1, 0, 
14848, 0, 0, 
14850, 0, 0, 
14852, 36, 1, 
14854, 0, 9, 
14856, 36, 4, 
14858, 1, 36, 
14860, 9, 0, 
14862, 36, 81, 
14864, 144, 9, 
14866, 1, 16, 
14868, 25, 1, 
14870, 1, 0, 
14872, 64, 0, 
14874, 4, 0, 
14876, 25, 0, 
14878, 9, 4, 
14880, 9, 9, 
14882, 9, 4, 
14884, 25, 4, 
14886, 1, 1, 
14888, 4, 0, 
14892, 36, 1, 
14894, 9, 0, 
14896, 1, 0, 
14898, 4, 0, 
14900, 36, 0, 
14902, 1, 0, 
14904, 4, 1, 
14906, 16, 0, 
14908, 4, 0, 
14910, 4, 0, 
14912, 64, 0, 
14914, 256, 1, 
14916, 256, 16, 
14918, 25, 1, 
14920, 9, 4, 
14922, 1, 4, 
14924, 25, 1, 
14926, 0, 1, 
14928, 16, 0, 
14930, 16, 4, 
14932, 4, 0, 
14935, 4, 9, 
14937, 25, 1, 
14939, 4, 1, 
14941, 1, 0, 
14943, 16, 16, 
14945, 100, 16, 
14947, 0, 4, 
14949, 1, 25, 
14951, 144, 4, 
14953, 1, 49, 
14955, 49, 1, 
14957, 1, 0, 
14959, 64, 4, 
14961, 9, 1, 
14963, 0, 4, 
14965, 81, 0, 
14967, 25, 9, 
14969, 36, 1, 
14971, 9, 9, 
14973, 16, 1, 
14976, 36, 0, 
14978, 0, 4, 
14980, 9, 1, 
14982, 9, 0, 
14984, 25, 1, 
14986, 4, 16, 
14988, 1, 0, 
14990, 1, 1, 
14992, 9, 1, 
14994, 25, 1, 
14996, 0, 1, 
14998, 4, 0, 
15000, 0, 1, 
15002, 49, 0, 
15004, 0, 4, 
15006, 0, 0, 
15009, 9, 1, 
15011, 64, 1, 
15013, 1, 0, 
15015, 9, 4, 
15017, 1, 4, 
15020, 25, 0, 
15022, 9, 9, 
15024, 0, 4, 
15026, 49, 4, 
15028, 4, 1, 
15030, 49, 1, 
15032, 0, 4, 
15034, 0, 4, 
15036, 4, 1, 
15038, 16, 1, 
15040, 16, 0, 
15042, 121, 4, 
15044, 16, 1, 
15046, 16, 1, 
15048, 49, 25, 
15050, 0, 0, 
15052, 16, 1, 
15054, 25, 64, 
15056, 4, 1, 
15058, 16, 4, 
15060, 9, 1, 
15063, 1, 1, 
15065, 9, 1, 
15067, 0, 1, 
15069, 4, 0, 
15071, 9, 0, 
15073, 16, 4, 
15075, 4, 0, 
15077, 9, 0, 
15079, 1, 1, 
15081, 25, 0, 
15083, 1, 0, 
15085, 0, 1, 
15087, 1, 1, 
15089, 1, 1, 
15091, 1, 0, 
15093, 289, 0, 
15095, 1, 4, 
15097, 121, 1, 
15099, 4, 4, 
15101, 16, 0, 
15104, 4, 1, 
15106, 9, 0, 
15108, 9, 0, 
15110, 49, 0, 
15112, 36, 0, 
15114, 1, 1, 
15116, 25, 1, 
15118, 1, 0, 
15120, 4, 0, 
15122, 16, 4, 
15125, 4, 0, 
15127, 4, 0, 
15129, 1, 4, 
15131, 16, 0, 
15133, 0, 1, 
15135, 4, 1, 
15137, 0, 0, 
15139, 9, 1, 
15141, 16, 4, 
15143, 9, 0, 
15145, 0, 4, 
15148, 4, 1, 
15150, 1, 0, 
15152, 9, 1, 
15154, 25, 1, 
15156, 0, 1, 
15158, 16, 0, 
15160, 4, 0, 
15162, 16, 4, 
15164, 9, 4, 
15166, 9, 4, 
15168, 9, 1, 
15170, 81, 0, 
15172, 0, 1, 
15174, 1, 0, 
15176, 121, 0, 
15178, 81, 4, 
15180, 25, 1, 
15182, 9, 16, 
15184, 1, 1, 
15186, 4, 4, 
15188, 4, 1, 
15191, 25, 0, 
15193, 16, 0, 
15195, 1, 0, 
15197, 4, 4, 
15199, 4, 1, 
15201, 36, 0, 
15203, 0, 1, 
15205, 1, 0, 
15207, 4, 0, 
15209, 9, 0, 
15211, 9, 0, 
15213, 16, 0, 
15215, 0, 0, 
15217, 4, 0, 
15219, 4, 0, 
15221, 4, 1, 
15223, 25, 0, 
15225, 4, 1, 
15227, 4, 0, 
15229, 1, 0, 
15232, 16, 1, 
15234, 16, 0, 
15236, 1, 0, 
15238, 1, 1, 
15240, 16, 0, 
15242, 9, 0, 
15245, 4, 0, 
15247, 0, 0, 
15249, 25, 0, 
15251, 16, 1, 
15253, 0, 4, 
15255, 9, 0, 
15257, 0, 1, 
15259, 4, 0, 
15261, 121, 1, 
15263, 9, 4, 
15265, 121, 0, 
15267, 64, 4, 
15269, 25, 0, 
15271, 100, 4, 
15273, 9, 0, 
15276, 9, 1, 
15278, 0, 1, 
15280, 0, 1, 
15282, 9, 0, 
15284, 25, 1, 
15286, 0, 4, 
15288, 16, 0, 
15290, 16, 4, 
15292, 4, 0, 
15294, 25, 0, 
15296, 9, 0, 
15298, 0, 0, 
15300, 25, 0, 
15302, 9, 1, 
15304, 1, 0, 
15306, 1, 0, 
15308, 4, 0, 
15310, 25, 0, 
15312, 4, 0, 
15314, 1, 0, 
15316, 4, 0, 
15319, 25, 1, 
15321, 4, 1, 
15323, 1, 1, 
15325, 1, 0, 
15327, 4, 0, 
15329, 1, 0, 
15331, 16, 0, 
15333, 9, 0, 
15335, 0, 0, 
15337, 4, 0, 
15339, 4, 0, 
15341, 4, 0, 
15343, 9, 0, 
15345, 0, 0, 
15347, 25, 0, 
15349, 1, 1, 
15351, 0, 0, 
15353, 9, 0, 
15355, 0, 0, 
15357, 9, 0, 
15360, 9, 0, 
15363, 9, 1, 
15365, 25, 0, 
15367, 289, 0, 
15369, 196, 16, 
15371, 529, 0, 
15373, 9, 25, 
15375, 16, 16, 
15377, 12321, 121, 
15379, 6241, 1024, 
15381, 676, 1, 
15383, 361, 100, 
15385, 169, 324, 
15387, 81, 81, 
15389, 64, 144, 
15391, 225, 169, 
15393, 144, 4, 
15395, 1, 25, 
15397, 9, 16, 
15399, 25, 9, 
15401, 4, 25, 
15404, 0, 0, 
15406, 49, 49, 
15408, 144, 36, 
15410, 4, 25, 
15412, 0, 36, 
15414, 25, 0, 
15416, 25, 36, 
15418, 25, 4, 
15420, 1, 1, 
15422, 1, 16, 
15424, 0, 1, 
15426, 4, 4, 
15428, 25, 1, 
15430, 0, 0, 
15432, 1, 4, 
15434, 9, 1, 
15436, 0, 4, 
15438, 16, 0, 
15440, 0, 0, 
15442, 1, 1, 
15444, 0, 0, 
15447, 0, 0, 
15449, 1, 0, 
15451, 1, 0, 
15453, 4, 1, 
15455, 0, 0, 
15457, 0, 0, 
15459, 4, 0, 
15461, 0, 0, 
15463, 0, 0, 
15465, 1, 0, 
15467, 0, 0, 
15469, 1, 0, 
15471, 0, 0, 
15473, 0, 1, 
15475, 0, 0, 
15477, 1, 0, 
15479, 1, 0, 
15482, 4, 0, 
15484, 0, 0, 
15486, 0, 0, 
15489, 1, 0, 
15491, 0, 0, 
15493, 0, 0, 
15495, 0, 0, 
15497, 1, 0, 
15499, 0, 0, 
15501, 0, 0, 
15503, 0, 0, 
15505, 0, 0, 
15507, 1, 0, 
15509, 0, 0, 
15511, 0, 0, 
15513, 4, 0, 
15515, 0, 0, 
15517, 0, 0, 
15519, 0, 0, 
15521, 0, 0, 
15523, 0, 0, 
15525, 0, 0, 
15527, 0, 0, 
15529, 0, 0, 
15532, 0, 1, 
15534, 0, 1, 
15536, 0, 1, 
15538, 0, 0, 
15540, 0, 0, 
15542, 0, 0, 
15544, 0, 0, 
15546, 0, 0, 
15548, 0, 0, 
15550, 1, 0, 
15552, 0, 0, 
15554, 0, 1, 
15556, 0, 0, 
15558, 0, 0, 
15560, 0, 0, 
15562, 0, 0, 
15564, 0, 0, 
15566, 0, 0, 
15568, 0, 0, 
15570, 0, 0, 
15572, 0, 0, 
15575, 0, 0, 
15577, 0, 0, 
15579, 1, 0, 
15581, 1, 0, 
15583, 0, 0, 
15585, 0, 0, 
15587, 0, 0, 
15589, 0, 0, 
15591, 0, 1, 
15593, 0, 1, 
15595, 0, 1, 
15598, 0, 0, 
15600, 0, 0, 
15602, 0, 0, 
15604, 0, 1, 
15606, 0, 1, 
15608, 0, 0, 
15610, 0, 0, 
15612, 0, 0, 
15614, 0, 0, 
15617, 0, 0, 
15619, 0, 0, 
15621, 1, 0, 
15623, 0, 0, 
15625, 1, 1, 
15627, 0, 1, 
15629, 1, 4, 
15631, 1, 9, 
15633, 1, 1, 
15635, 9, 0, 
15637, 0, 0, 
15639, 4, 0, 
15641, 0, 0, 
15643, 0, 0, 
15645, 0, 0, 
15647, 0, 1, 
15649, 0, 0, 
15651, 0, 1, 
15653, 1, 0, 
15655, 0, 0, 
15657, 0, 0, 
15660, 0, 0, 
15662, 0, 0, 
15664, 0, 0, 
15666, 0, 0, 
15668, 0, 0, 
15670, 0, 0, 
15672, 0, 1, 
15674, 0, 0, 
15676, 0, 0, 
15678, 0, 0, 
15680, 0, 0, 
15682, 0, 0, 
15684, 0, 0, 
15686, 0, 0, 
15688, 1, 0, 
15690, 0, 0, 
15692, 0, 0, 
15694, 0, 1, 
15696, 0, 0, 
15698, 0, 0, 
15700, 1, 1, 
15703, 0, 0, 
15706, 0, 0, 
15708, 0, 0, 
15710, 1, 0, 
15712, 1, 0, 
15714, 0, 0, 
15716, 0, 0, 
15718, 0, 0, 
15720, 0, 0, 
15722, 0, 0, 
15724, 0, 0, 
15726, 0, 0, 
15728, 0, 0, 
15730, 0, 0, 
15732, 0, 0, 
15734, 0, 0, 
15736, 0, 0, 
15738, 0, 0, 
15740, 0, 0, 
15742, 1, 0, 
15745, 0, 0, 
15747, 0, 0, 
15749, 1, 0, 
15751, 0, 0, 
15753, 0, 0, 
15755, 0, 0, 
15757, 0, 0, 
15759, 0, 0, 
15761, 1, 0, 
15763, 0, 0, 
15765, 1, 0, 
15767, 1, 0, 
15769, 0, 0, 
15771, 0, 1, 
15773, 1, 0, 
15775, 1, 0, 
15777, 4, 0, 
15779, 4, 0, 
15781, 25, 0, 
15783, 4, 0, 
15785, 4, 1, 
15788, 1, 0, 
15790, 1, 1, 
15792, 1, 4, 
15794, 1, 0, 
15796, 0, 0, 
15798, 0, 0, 
15800, 0, 0, 
15802, 0, 0, 
15804, 0, 0, 
15806, 0, 0, 
15808, 0, 0, 
15810, 0, 0, 
15812, 0, 0, 
15814, 0, 0, 
15816, 1, 0, 
15818, 0, 0, 
15821, 0, 0, 
15823, 0, 0, 
15825, 0, 0, 
15827, 0, 0, 
15830, 0, 0, 
15832, 0, 0, 
15834, 0, 0, 
15836, 0, 0, 
15838, 0, 0, 
15840, 0, 0, 
15842, 0, 0, 
15844, 0, 0, 
15846, 0, 0, 
15848, 0, 0, 
15850, 0, 1, 
15852, 1, 4, 
15854, 0, 1, 
15856, 0, 0, 
15858, 0, 0, 
15860, 0, 0, 
15862, 0, 0, 
15864, 0, 0, 
15866, 0, 0, 
15868, 0, 0, 
15870, 0, 0, 
15873, 1, 0, 
15875, 0, 0, 
15877, 0, 0, 
15879, 0, 0, 
15881, 0, 0, 
15883, 0, 0, 
15885, 0, 1, 
15887, 0, 1, 
15889, 0, 0, 
15891, 0, 0, 
15893, 0, 0, 
15895, 0, 0, 
15897, 0, 0, 
15899, 0, 0, 
15901, 0, 0, 
15903, 0, 0, 
15905, 0, 0, 
15907, 0, 0, 
15909, 0, 0, 
15911, 0, 0, 
15913, 1, 0, 
15916, 0, 0, 
15918, 0, 0, 
15920, 0, 0, 
15922, 0, 0, 
15924, 0, 0, 
15926, 0, 0, 
15928, 0, 0, 
15930, 0, 0, 
15933, 0, 0, 
15935, 0, 0, 
15937, 0, 0, 
15939, 0, 0, 
15941, 0, 0, 
15943, 0, 0, 
15945, 0, 0, 
15947, 0, 0, 
15949, 0, 1, 
15951, 0, 0, 
15953, 0, 0, 
15955, 0, 0, 
15958, 0, 0, 
15960, 0, 1, 
15962, 0, 0, 
15964, 0, 0, 
15966, 0, 1, 
15968, 0, 1, 
15970, 0, 0, 
15972, 1, 1, 
15974, 0, 0, 
15976, 0, 0, 
15978, 0, 0, 
15980, 0, 0, 
15982, 0, 0, 
15984, 0, 0, 
15986, 0, 0, 
15988, 0, 0, 
15990, 0, 0, 
15992, 0, 0, 
15994, 0, 0, 
15996, 1, 0, 
15998, 1, 0, 
16001, 0, 1, 
16003, 0, 1, 
16005, 0, 0, 
16007, 0, 0, 
16009, 1, 0, 
16011, 0, 0, 
16013, 1, 0, 
16015, 0, 0, 
16017, 0, 0, 
16019, 0, 0, 
16021, 0, 1, 
16023, 0, 0, 
16025, 0, 0, 
16027, 1, 0, 
16029, 1, 1, 
16031, 0, 0, 
16033, 0, 0, 
16035, 0, 1, 
16037, 0, 1, 
16040, 0, 0, 
16043, 0, 0, 
16045, 0, 0, 
16047, 0, 0, 
16049, 0, 0, 
16051, 0, 0, 
16053, 0, 0, 
16055, 0, 0, 
16057, 0, 0, 
16059, 0, 0, 
16061, 0, 0, 
16063, 0, 0, 
16065, 0, 0, 
16067, 0, 0, 
16069, 0, 0, 
16071, 0, 0, 
16073, 0, 0, 
16075, 0, 0, 
16077, 0, 0, 
16079, 0, 0, 
16081, 0, 1, 
16083, 0, 0, 
16086, 0, 0, 
16088, 4, 0, 
16090, 1, 1, 
16092, 0, 1, 
16094, 0, 1, 
16096, 0, 0, 
16098, 0, 1, 
16100, 0, 0, 
16102, 0, 1, 
16104, 0, 0, 
16106, 1, 0, 
16108, 0, 1, 
16110, 0, 1, 
16112, 0, 0, 
16114, 0, 0, 
16116, 0, 0, 
16118, 0, 1, 
16120, 0, 1, 
16122, 0, 1, 
16124, 0, 0, 
16126, 0, 0, 
16129, 1, 0, 
16131, 0, 0, 
16133, 0, 0, 
16135, 0, 0, 
16137, 0, 0, 
16139, 0, 0, 
16141, 0, 0, 
16143, 0, 0, 
16145, 0, 0, 
16147, 0, 0, 
16149, 0, 0, 
16152, 0, 0, 
16154, 0, 0, 
16156, 0, 0, 
16158, 0, 1, 
16160, 0, 0, 
16162, 1, 0, 
16164, 0, 0, 
16166, 0, 0, 
16168, 0, 0, 
16171, 0, 0, 
16173, 0, 0, 
16175, 0, 0, 
16177, 0, 0, 
16179, 0, 0, 
16181, 0, 0, 
16183, 0, 0, 
16185, 0, 0, 
16187, 0, 0, 
16189, 0, 0, 
16191, 0, 0, 
16193, 0, 0, 
16195, 0, 0, 
16197, 1, 0, 
16199, 1, 0, 
16201, 1, 0, 
16203, 0, 0, 
16205, 0, 0, 
16207, 0, 0, 
16209, 0, 0, 
16211, 0, 0, 
16214, 0, 0, 
16216, 0, 0, 
16218, 0, 0, 
16220, 0, 1, 
16222, 0, 1, 
16224, 0, 1, 
16226, 0, 0, 
16228, 0, 0, 
16230, 0, 0, 
16232, 0, 0, 
16234, 0, 0, 
16236, 0, 0, 
16238, 0, 0, 
16240, 0, 0, 
16242, 0, 0, 
16244, 0, 0, 
16246, 0, 0, 
16248, 0, 0, 
16250, 0, 0, 
16252, 0, 0, 
16254, 0, 0, 
16257, 0, 0, 
16260, 0, 0, 
16262, 0, 0, 
16264, 0, 0, 
16266, 0, 0, 
16268, 0, 0, 
16270, 0, 0, 
16272, 0, 0, 
16274, 0, 0, 
16276, 0, 0, 
16278, 0, 0, 
16280, 0, 0, 
16282, 0, 0, 
16284, 0, 0, 
16286, 0, 1, 
16288, 0, 1, 
16290, 0, 1, 
16292, 0, 1, 
16294, 0, 0, 
16296, 0, 0, 
16299, 0, 0, 
16301, 0, 1, 
16303, 0, 0, 
16305, 0, 0, 
16307, 0, 0, 
16309, 0, 0, 
16311, 0, 0, 
16313, 0, 0, 
16315, 1, 0, 
16317, 1, 0, 
16319, 1, 0, 
16321, 1, 0, 
16323, 0, 1, 
16325, 0, 1, 
16327, 0, 0, 
16329, 0, 0, 
16331, 0, 0, 
16333, 0, 0, 
16335, 0, 0, 
16337, 0, 0, 
16339, 0, 1, 
16342, 0, 0, 
16344, 1, 0, 
16346, 0, 0, 
16348, 0, 0, 
16350, 0, 0, 
16352, 0, 0, 
16354, 0, 0, 
16356, 0, 0, 
16358, 0, 0, 
16360, 0, 1, 
16362, 0, 0, 
16364, 0, 0, 
16366, 0, 0, 
16369, 0, 0, 
16371, 0, 0, 
16373, 0, 0, 
16375, 0, 1, 
16377, 1, 0, 
16379, 0, 4, 
16381, 0, 0, 
16384, 0, 0, 
16386, 0, 0, 
16388, 0, 1, 
16390, 0, 0, 
16392, 0, 0, 
16394, 0, 0, 
16396, 0, 0, 
16398, 0, 0, 
16400, 1, 0, 
16402, 0, 0, 
16404, 0, 0, 
16406, 0, 0, 
16408, 1, 0, 
16410, 1, 0, 
16412, 0, 0, 
16414, 0, 0, 
16416, 0, 0, 
16418, 0, 1, 
16420, 0, 1, 
16422, 0, 0, 
16424, 0, 0, 
16427, 0, 0, 
16429, 0, 0, 
16431, 0, 0, 
16433, 0, 0, 
16435, 0, 1, 
16437, 0, 0, 
16439, 0, 0, 
16441, 0, 1, 
16443, 0, 0, 
16445, 0, 0, 
16447, 0, 0, 
16449, 0, 0, 
16451, 0, 1, 
16453, 0, 0, 
16455, 0, 0, 
16457, 0, 0, 
16459, 0, 1, 
16461, 0, 0, 
16463, 0, 0, 
16465, 0, 0, 
16467, 0, 0, 
16470, 0, 0, 
16472, 0, 0, 
16474, 0, 0, 
16476, 0, 0, 
16478, 0, 0, 
16481, 0, 1, 
16483, 0, 0, 
16485, 1, 0, 
16487, 0, 0, 
16489, 0, 0, 
16491, 0, 0, 
16493, 0, 4, 
16495, 0, 1, 
16497, 0, 0, 
16499, 0, 0, 
16501, 0, 1, 
16503, 1, 4, 
16505, 0, 1, 
16507, 0, 0, 
16509, 0, 0, 
16512, 0, 0, 
16514, 0, 0, 
16516, 0, 0, 
16518, 0, 0, 
16520, 0, 1, 
16522, 0, 0, 
16524, 0, 0, 
16526, 0, 0, 
16528, 0, 0, 
16530, 0, 0, 
16532, 0, 0, 
16534, 1, 0, 
16536, 0, 0, 
16538, 0, 0, 
16540, 0, 0, 
16542, 0, 0, 
16544, 0, 0, 
16546, 0, 1, 
16548, 0, 1, 
16550, 0, 0, 
16552, 0, 0, 
16555, 0, 0, 
16557, 0, 0, 
16559, 0, 0, 
16561, 0, 0, 
16563, 0, 0, 
16565, 0, 0, 
16567, 0, 0, 
16569, 0, 0, 
16571, 0, 0, 
16573, 0, 0, 
16575, 0, 0, 
16577, 0, 0, 
16579, 1, 0, 
16581, 0, 0, 
16583, 0, 0, 
16585, 0, 1, 
16588, 0, 1, 
16590, 0, 0, 
16592, 0, 0, 
16594, 0, 0, 
16596, 0, 0, 
16599, 0, 0, 
16601, 0, 0, 
16603, 0, 0, 
16605, 0, 0, 
16607, 0, 0, 
16609, 0, 1, 
16611, 0, 0, 
16613, 0, 0, 
16615, 1, 0, 
16617, 0, 0, 
16619, 1, 0, 
16621, 0, 0, 
16623, 0, 0, 
16625, 0, 0, 
16627, 0, 0, 
16629, 0, 0, 
16631, 0, 0, 
16633, 0, 0, 
16635, 0, 0, 
16637, 0, 0, 
16640, 1, 0, 
16642, 0, 0, 
16644, 1, 0, 
16646, 0, 0, 
16648, 0, 0, 
16650, 0, 0, 
16652, 0, 1, 
16654, 0, 0, 
16656, 4, 0, 
16658, 1, 0, 
16660, 0, 0, 
16662, 0, 0, 
16664, 0, 0, 
16666, 0, 0, 
16668, 0, 0, 
16670, 0, 0, 
16672, 0, 0, 
16674, 0, 0, 
16676, 0, 0, 
16678, 0, 1, 
16680, 1, 0, 
16683, 0, 0, 
16685, 0, 0, 
16687, 0, 0, 
16689, 1, 0, 
16691, 1, 0, 
16693, 0, 0, 
16695, 0, 0, 
16698, 0, 0, 
16700, 0, 0, 
16702, 0, 1, 
16704, 0, 1, 
16706, 0, 0, 
16708, 0, 0, 
16710, 1, 0, 
16712, 0, 0, 
16714, 0, 0, 
16716, 0, 0, 
16718, 0, 0, 
16720, 0, 0, 
16722, 0, 0, 
16724, 0, 0, 
16727, 0, 0, 
16729, 0, 0, 
16731, 0, 0, 
16733, 0, 0, 
16735, 0, 0, 
16737, 0, 0, 
16739, 0, 0, 
16741, 1, 1, 
16743, 0, 1, 
16745, 0, 1, 
16747, 0, 0, 
16749, 0, 0, 
16751, 0, 0, 
16753, 0, 0, 
16755, 0, 0, 
16757, 0, 0, 
16759, 0, 0, 
16761, 0, 1, 
16763, 0, 0, 
16765, 0, 1, 
16768, 0, 0, 
16770, 0, 0, 
16772, 0, 0, 
16774, 0, 0, 
16776, 0, 0, 
16778, 0, 0, 
16780, 0, 0, 
16782, 0, 0, 
16784, 0, 0, 
16786, 0, 0, 
16788, 0, 0, 
16790, 0, 0, 
16792, 0, 0, 
16794, 0, 0, 
16796, 0, 0, 
16798, 0, 0, 
16800, 0, 0, 
16802, 0, 0, 
16804, 0, 0, 
16807, 0, 0, 
16809, 0, 0, 
16812, 0, 1, 
16814, 1, 0, 
16816, 0, 0, 
16818, 0, 0, 
16820, 0, 0, 
16822, 1, 0, 
16824, 1, 0, 
16826, 0, 0, 
16828, 0, 0, 
16830, 0, 0, 
16832, 0, 0, 
16834, 0, 0, 
16836, 0, 0, 
16838, 0, 0, 
16840, 0, 1, 
16842, 0, 0, 
16844, 0, 0, 
16846, 0, 0, 
16848, 1, 0, 
16850, 0, 0, 
16852, 0, 0, 
16855, 0, 0, 
16857, 0, 0, 
16859, 0, 0, 
16861, 0, 1, 
16863, 0, 0, 
16865, 0, 0, 
16867, 0, 1, 
16869, 0, 1, 
16871, 0, 0, 
16873, 0, 0, 
16875, 0, 0, 
16877, 0, 0, 
16879, 0, 0, 
16881, 0, 0, 
16883, 0, 0, 
16885, 0, 0, 
16887, 0, 0, 
16889, 0, 0, 
16891, 0, 0, 
16893, 0, 0, 
16896, 0, 0, 
16898, 0, 0, 
16900, 0, 0, 
16902, 0, 0, 
16904, 0, 0, 
16906, 0, 0, 
16908, 0, 0, 
16910, 0, 0, 
16912, 0, 0, 
16914, 0, 1, 
16916, 0, 1, 
16919, 0, 0, 
16921, 0, 0, 
16923, 1, 0, 
16925, 1, 0, 
16927, 0, 1, 
16929, 0, 1, 
16931, 0, 0, 
16933, 0, 0, 
16935, 0, 0, 
16937, 0, 0, 
16940, 0, 0, 
16942, 0, 0, 
16944, 0, 1, 
16946, 0, 1, 
16948, 0, 1, 
16950, 0, 0, 
16952, 1, 0, 
16954, 0, 1, 
16956, 0, 0, 
16958, 0, 1, 
16960, 0, 0, 
16962, 0, 0, 
16964, 0, 0, 
16966, 1, 0, 
16968, 0, 0, 
16970, 1, 0, 
16972, 0, 0, 
16974, 0, 0, 
16976, 0, 0, 
16978, 0, 4, 
16980, 0, 0, 
16983, 0, 0, 
16985, 0, 0, 
16987, 0, 0, 
16989, 0, 0, 
16991, 0, 0, 
16993, 0, 0, 
16995, 0, 0, 
16997, 0, 0, 
16999, 0, 0, 
17001, 0, 0, 
17003, 1, 0, 
17005, 1, 0, 
17007, 0, 0, 
17009, 1, 0, 
17011, 0, 0, 
17013, 0, 4, 
17015, 0, 1, 
17017, 0, 25, 
17019, 4, 0, 
17021, 1, 1, 
17024, 1, 0, 
17026, 0, 0, 
17029, 0, 16, 
17031, 0, 4, 
17033, 0, 4, 
17035, 0, 9, 
17037, 0, 4, 
17039, 1, 0, 
17041, 1, 0, 
17043, 0, 0, 
17045, 1, 0, 
17047, 0, 1, 
17049, 0, 0, 
17051, 4, 0, 
17053, 0, 1, 
17055, 1, 0, 
17057, 1, 0, 
17059, 0, 0, 
17061, 1, 0, 
17063, 0, 0, 
17065, 0, 0, 
17068, 0, 0, 
17070, 0, 0, 
17072, 0, 0, 
17074, 0, 1, 
17076, 0, 4, 
17078, 0, 0, 
17080, 1, 0, 
17082, 0, 0, 
17084, 0, 0, 
17086, 0, 0, 
17088, 0, 0, 
17090, 0, 0, 
17092, 0, 1, 
17094, 0, 0, 
17096, 0, 9, 
17098, 0, 9, 
17100, 0, 16, 
17102, 0, 9, 
17104, 0, 25, 
17106, 0, 9, 
17108, 0, 0, 
17111, 0, 0, 
17113, 0, 0, 
17115, 0, 1, 
17117, 0, 1, 
17119, 0, 0, 
17121, 1, 0, 
17123, 0, 0, 
17125, 0, 0, 
17127, 1, 1, 
17129, 1, 0, 
17132, 1, 0, 
17134, 0, 0, 
17136, 0, 0, 
17138, 0, 0, 
17140, 0, 0, 
17142, 0, 0, 
17144, 0, 0, 
17146, 0, 0, 
17148, 0, 0, 
17150, 0, 0, 
17153, 1, 1, 
17155, 0, 0, 
17157, 0, 0, 
17159, 0, 0, 
17161, 0, 16, 
17163, 4, 1, 
17165, 4, 0, 
17167, 0, 4, 
17169, 0, 9, 
17171, 0, 16, 
17173, 9, 1, 
17175, 1, 4, 
17177, 0, 1, 
17179, 0, 0, 
17181, 0, 4, 
17183, 0, 0, 
17185, 0, 9, 
17187, 0, 1, 
17189, 0, 16, 
17191, 0, 1, 
17193, 1, 9, 
17196, 0, 16, 
17198, 0, 9, 
17200, 1, 1, 
17202, 0, 1, 
17204, 0, 0, 
17206, 0, 4, 
17208, 0, 36, 
17210, 0, 4, 
17212, 0, 49, 
17214, 1, 9, 
17216, 0, 9, 
17218, 0, 25, 
17220, 0, 0, 
17222, 0, 0, 
17224, 0, 0, 
17226, 0, 1, 
17228, 1, 0, 
17230, 1, 4, 
17232, 0, 0, 
17234, 1, 16, 
17236, 1, 0, 
17239, 0, 1, 
17241, 4, 0, 
17243, 0, 0, 
17246, 0, 25, 
17248, 0, 1, 
17250, 1, 16, 
17252, 1, 1, 
17254, 4, 0, 
17256, 0, 4, 
17258, 1, 9, 
17260, 4, 0, 
17262, 1, 16, 
17264, 0, 1, 
17266, 1, 0, 
17268, 1, 4, 
17270, 0, 25, 
17272, 0, 0, 
17274, 1, 0, 
17276, 0, 0, 
17278, 0, 0, 
17281, 0, 4, 
17283, 0, 4, 
17285, 0, 0, 
17287, 0, 9, 
17289, 1, 49, 
17291, 4, 4, 
17293, 0, 4, 
17295, 1, 1, 
17297, 0, 1, 
17299, 1, 0, 
17301, 4, 1, 
17303, 1, 0, 
17305, 0, 9, 
17307, 1, 0, 
17309, 0, 4, 
17311, 0, 0, 
17313, 1, 1, 
17315, 1, 4, 
17317, 0, 4, 
17319, 1, 1, 
17321, 4, 0, 
17324, 0, 4, 
17326, 4, 9, 
17328, 1, 1, 
17330, 0, 16, 
17332, 4, 16, 
17334, 1, 1, 
17336, 0, 64, 
17338, 1, 0, 
17340, 4, 49, 
17342, 1, 16, 
17344, 0, 0, 
17346, 1, 16, 
17348, 0, 0, 
17350, 0, 9, 
17352, 1, 16, 
17354, 0, 16, 
17356, 1, 4, 
17358, 0, 4, 
17361, 0, 64, 
17363, 4, 100, 
17366, 0, 256, 
17368, 25, 49, 
